DATAFLOW,freq,sex,wstatus,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CY,2017,7.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CY,2018,6.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CY,2019,7.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CY,2020,8.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2002,5.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2003,7.0,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2004,6.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2005,6.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2006,4.9,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2007,4.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2008,5.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2009,5.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2010,4.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2011,4.4,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2012,4.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2013,5.5,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2014,5.2,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2015,6.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2016,6.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2017,6.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2018,6.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2019,6.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,CZ,2020,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,1996,14.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,1997,13.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,1999,15.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2000,14.9,u
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2001,12.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2002,12.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2003,12.8,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2004,11.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2005,13.7,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2006,13.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2007,11.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2008,11.2,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2009,10.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2010,11.0,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2011,10.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2012,9.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2013,9.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2014,8.9,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2015,9.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2016,9.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2017,9.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2018,9.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2019,8.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DE,2020,8.3,bp
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,1992,12.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,1993,7.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,1994,7.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,1995,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,1996,12.1,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,1997,10.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,1998,10.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,1999,9.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2000,10.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2001,7.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2002,8.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2003,10.0,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2004,7.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2005,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2006,7.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2007,9.5,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2008,10.3,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2009,8.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2010,8.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2011,8.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2012,7.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2013,6.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2014,6.4,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2015,6.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2016,6.3,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2017,6.3,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2018,8.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2019,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,DK,2020,6.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2000,16.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2001,16.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2002,16.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2003,15.6,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2004,14.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2005,14.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2006,14.4,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2007,13.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2008,13.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2009,13.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2010,12.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2011,12.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2012,11.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2013,10.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2014,10.0,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2015,9.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2016,9.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2017,9.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2018,8.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2019,8.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EA19,2020,7.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,1998,10.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,1999,9.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2000,11.1,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2001,11.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2002,10.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2003,8.8,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2004,7.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2005,11.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2006,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2007,7.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2008,8.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2009,9.1,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2010,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2011,8.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2012,7.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2013,5.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2014,7.9,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2015,10.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2016,7.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2017,7.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2018,6.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2019,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EE,2020,5.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,1992,22.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,1993,21.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,1994,20.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,1995,18.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,1996,17.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,1997,16.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,1998,16.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,1999,15.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2000,13.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2001,13.1,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2002,12.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2003,11.7,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2004,11.3,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2005,9.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2006,10.6,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2007,10.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2008,10.6,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2009,10.5,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2010,10.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2011,10.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2012,8.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2013,7.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2014,6.6,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2015,6.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2016,5.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2017,4.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2018,3.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2019,3.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EL,2020,3.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,1992,36.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,1993,32.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,1994,31.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,1995,29.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,1996,26.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,1997,24.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,1998,24.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,1999,23.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2000,23.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2001,23.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2002,24.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2003,24.8,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2004,25.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2005,24.7,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2006,23.6,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2007,24.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2008,25.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2009,24.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2010,22.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2011,21.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2012,20.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2013,19.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2014,18.1,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2015,15.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2016,15.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2017,14.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2018,14.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2019,13.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,ES,2020,11.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,1995,23.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,1996,19.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,1997,18.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,1998,20.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,1999,18.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2000,17.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2001,16.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2002,16.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2003,15.7,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2004,15.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2005,15.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2006,14.7,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2007,14.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2008,14.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2009,13.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2010,13.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2011,12.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2012,11.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2013,10.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2014,10.1,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2015,9.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2016,9.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2017,8.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2018,9.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU15,2019,8.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2002,14.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2003,14.2,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2004,13.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2005,13.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2006,12.9,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2007,12.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2008,12.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2009,12.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2010,11.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2011,11.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2012,10.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2013,10.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2014,9.4,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2015,9.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2016,9.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2017,8.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2018,8.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2019,8.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU27_2020,2020,8.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2002,14.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2003,14.3,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2004,13.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2005,13.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2006,13.2,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2007,12.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2008,12.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2009,12.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2010,11.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2011,11.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2012,10.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2013,10.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2014,9.6,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2015,9.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2016,9.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2017,8.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2018,8.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,EU28,2019,8.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,1996,10.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,1997,7.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,1998,7.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,1999,7.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2000,6.5,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2001,7.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2002,7.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2003,8.2,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2004,7.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2005,8.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2006,7.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2007,7.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2008,7.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2009,9.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2010,9.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2011,8.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2012,8.1,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2013,8.3,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2014,7.2,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2015,7.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2016,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2017,6.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2018,7.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2019,6.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FI,2020,7.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,1993,15.7,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,1994,14.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,1995,14.2,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,1996,13.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,1997,13.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,1998,13.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,1999,13.4,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,2000,11.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,2001,12.0,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,2002,11.9,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,2003,11.2,b
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,2004,10.5,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,2005,10.6,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,2006,10.8,
ESTAT:EDAT_LFSE_14(1.0),A,F,POP,Y18-24,PC,FR,2007,10.5,
